months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
160,38,497929,9/19/2009,OH,250/500,500,1733.56,0,441425,MALE,High School,sales,sleeping,wife,0,-43800,1/9/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,13,3,NO,2,1,YES,66780,7420,14840,44520,Mercedes,ML350,1996,N
390,51,143626,9/29/1999,OH,250/500,2000,1124.38,0,618316,MALE,Associate,armed-forces,reading,other-relative,0,0,2/24/2015,Vehicle Theft,?,Minor Damage,,VA,Northbrook,4574 Britain Hwy,9,1,YES,1,1,YES,7080,1180,1180,4720,Ford,F150,2001,N
61,23,127754,6/6/1993,IL,250/500,2000,1136.83,4000000,471300,FEMALE,Associate,tech-support,exercise,own-child,0,-62400,2/2/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Columbus,1331 Britain Hwy,14,1,NO,0,3,?,98340,8940,17880,71520,Honda,Accord,2004,Y
84,30,942504,6/16/2003,IL,500/1000,2000,1035.79,0,457551,FEMALE,MD,protective-serv,kayaking,wife,44400,-51500,1/30/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,3184 Oak Ave,9,1,NO,1,0,YES,57640,5240,10480,41920,Volkswagen,Passat,2010,N
310,48,670142,8/6/1999,IN,100/300,500,1516.34,0,474167,FEMALE,JD,adm-clerical,sleeping,unmarried,11000,0,1/4/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,2823 Weaver Lane,11,4,YES,0,2,NO,59400,13200,6600,39600,Saab,93,1996,Y
254,40,463513,4/23/1995,IL,250/500,500,1390.89,5000000,453719,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,2/28/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,6467 Best Ave,23,1,?,2,2,?,53460,9720,4860,38880,Volkswagen,Jetta,2009,N
137,31,484200,10/12/1994,OH,250/500,2000,1340.43,0,441175,MALE,High School,exec-managerial,paintball,husband,52700,-40600,2/19/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Arlington,3087 Oak Hwy,6,3,NO,1,2,NO,50800,10160,10160,30480,Accura,MDX,2005,N
250,42,254837,11/25/2004,IN,100/300,500,1055.6,0,457962,MALE,High School,exec-managerial,paintball,husband,69500,-40700,1/3/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,?,1,1,?,74800,13600,6800,54400,Ford,Fusion,2009,Y
150,30,290162,3/12/1994,IN,100/300,1000,1677.26,0,439690,MALE,College,sales,yachting,own-child,40100,0,1/10/2015,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7,1,YES,1,3,YES,4590,510,510,3570,Volkswagen,Jetta,2013,N
224,42,662088,3/6/2005,OH,500/1000,500,1212.75,0,455913,FEMALE,College,prof-specialty,kayaking,own-child,0,-51400,1/27/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Springfield,6331 MLK Ave,11,1,?,0,0,YES,55200,9200,13800,32200,Honda,Civic,1998,N
266,42,281388,7/16/1998,IL,500/1000,1000,763.67,0,473389,MALE,Associate,prof-specialty,movies,own-child,12800,-49700,2/4/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,1654 Pine St,12,1,YES,1,3,YES,70830,7870,7870,55090,Jeep,Grand Cherokee,2005,N
456,60,556080,11/11/1996,OH,250/500,1000,766.19,0,612260,FEMALE,Associate,sales,kayaking,husband,0,0,2/26/2015,Parked Car,?,Minor Damage,Police,WV,Columbus,1416 Cherokee Ridge,6,1,?,0,3,?,5060,460,920,3680,Mercedes,E400,2007,N
246,45,272910,8/12/1999,IN,250/500,500,1594.37,0,606283,MALE,Associate,exec-managerial,board-games,own-child,0,0,1/18/2015,Parked Car,?,Trivial Damage,,SC,Riverwood,5630 1st Drive,13,1,NO,0,3,YES,7260,660,1320,5280,Saab,92x,2008,N
106,28,110143,5/7/1990,OH,100/300,2000,1609.11,0,601177,MALE,High School,craft-repair,polo,own-child,0,0,1/18/2015,Vehicle Theft,?,Minor Damage,Police,WV,Hillsdale,9573 2nd Ave,8,1,YES,2,1,YES,5490,0,1220,4270,Saab,95,1999,N
463,57,407958,7/20/1991,IL,250/500,500,1063.67,0,463356,MALE,Masters,priv-house-serv,dancing,wife,0,0,2/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,1,NO,2,0,YES,59400,6600,6600,46200,Dodge,Neon,1995,N
198,36,521854,2/16/2001,IN,250/500,1000,1096.39,0,603848,MALE,High School,armed-forces,kayaking,own-child,0,0,1/26/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,?,1,3,YES,49410,5490,5490,38430,Audi,A3,2015,N
111,29,235869,1/22/2011,IL,250/500,500,1239.55,2000000,464736,FEMALE,PhD,farming-fishing,kayaking,own-child,0,0,1/9/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,2230 1st St,1,1,?,1,1,YES,52800,4800,9600,38400,Mercedes,ML350,1996,Y
91,31,268833,9/18/1999,IN,100/300,1000,1338.4,4000000,431937,FEMALE,High School,priv-house-serv,polo,own-child,63600,0,2/25/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,7299 Apache St,19,1,?,1,0,NO,60570,6730,6730,47110,Nissan,Maxima,2011,N
309,47,369048,6/5/2011,IL,500/1000,500,1527.95,0,611322,MALE,PhD,exec-managerial,hiking,other-relative,69400,0,2/21/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,4143 Maple Ridge,15,4,YES,0,1,?,77800,15560,15560,46680,Dodge,RAM,2002,N
375,50,120485,2/18/2007,OH,100/300,1000,1275.39,0,466283,MALE,Associate,sales,bungie-jumping,other-relative,0,0,2/12/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,8150 Washington Ridge,16,1,YES,2,3,NO,37280,0,0,37280,Audi,A5,1996,Y
254,39,332867,12/13/1993,IN,100/300,500,1362.87,0,458364,FEMALE,MD,exec-managerial,chess,other-relative,35700,0,2/22/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,1218 Sky Hwy,6,3,YES,2,2,NO,82320,13720,6860,61740,Dodge,Neon,1995,Y
372,50,769475,8/26/2004,OH,500/1000,2000,1368.57,0,474860,FEMALE,MD,tech-support,paintball,other-relative,0,0,1/3/2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,8811 Maple Hwy,18,3,NO,2,2,YES,51800,5180,10360,36260,Accura,MDX,2003,N
215,37,761189,12/28/2002,IN,100/300,500,1632.93,0,614417,FEMALE,College,transport-moving,golf,not-in-family,0,-42900,2/23/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,7923 Elm Ave,7,3,NO,2,0,YES,57120,9520,4760,42840,Mercedes,C300,2002,N
278,47,794951,4/21/2008,IN,500/1000,500,1285.01,0,459630,MALE,Masters,machine-op-inspct,sleeping,not-in-family,0,-39800,2/2/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,5071 1st Lane,21,1,NO,2,2,YES,58500,5850,5850,46800,Toyota,Camry,2010,N
243,44,967713,12/25/1997,IL,250/500,500,809.11,0,600208,MALE,JD,craft-repair,polo,other-relative,33200,0,1/27/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,9352 Washington Ave,4,3,?,2,1,YES,51400,5140,10280,35980,Honda,Civic,1996,N
45,37,798579,12/19/2011,IN,250/500,1000,1114.23,0,432534,MALE,College,prof-specialty,dancing,wife,0,0,1/1/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005,N
322,44,769602,12/19/2004,IL,100/300,1000,1156.19,0,606249,FEMALE,College,machine-op-inspct,cross-fit,husband,49900,-62700,2/15/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,3751 Tree Hwy,20,3,YES,0,3,?,49400,9880,4940,34580,Jeep,Wrangler,2010,N
34,34,409074,3/19/1992,OH,500/1000,500,1295.87,0,438529,FEMALE,PhD,priv-house-serv,chess,husband,0,0,1/13/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,3998 4th Hwy,4,3,?,1,0,NO,50800,5080,5080,40640,Audi,A3,1997,Y
273,47,602704,9/27/2011,OH,500/1000,1000,1189.04,0,457843,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,1/24/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,?,39800,7960,3980,27860,Jeep,Wrangler,2014,N
461,57,737593,12/19/1997,IL,100/300,500,865.33,7000000,615220,FEMALE,High School,farming-fishing,golf,own-child,0,0,1/14/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,5236 Weaver Drive,7,3,NO,0,1,?,59040,9840,9840,39360,Dodge,RAM,1995,N
140,35,155912,3/21/2008,OH,100/300,1000,1520.78,0,470538,FEMALE,High School,craft-repair,chess,wife,0,-42900,1/21/2015,Parked Car,?,Trivial Damage,,SC,Columbus,3320 5th Hwy,5,1,?,0,2,YES,2860,520,260,2080,Chevrolet,Tahoe,1997,Y
217,39,394975,6/2/2002,IN,100/300,1000,1530.52,0,603993,MALE,College,armed-forces,basketball,not-in-family,0,0,2/22/2015,Vehicle Theft,?,Minor Damage,,WV,Northbend,2644 Elm Drive,8,1,?,2,1,YES,4300,430,430,3440,Toyota,Corolla,2000,N
20,23,935596,5/1/1999,OH,500/1000,1000,1711.72,0,463678,FEMALE,JD,tech-support,base-jumping,wife,0,0,1/13/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,2886 Tree Ridge,21,3,NO,2,2,NO,63250,5750,11500,46000,Chevrolet,Tahoe,2002,Y
407,55,193213,3/11/1996,OH,100/300,1000,1250.08,5000000,474598,FEMALE,PhD,tech-support,bungie-jumping,wife,0,-57700,2/8/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,1806 Weaver Ridge,0,3,?,2,3,YES,68160,11360,11360,45440,Ford,Escape,2010,N
319,47,527945,4/14/1992,IN,250/500,500,1307.11,0,600648,MALE,College,transport-moving,dancing,not-in-family,0,0,2/17/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbrook,2804 Best St,22,3,NO,0,2,?,59730,10860,10860,38010,Audi,A3,2005,N
163,37,812989,3/6/2004,IN,250/500,500,1178.95,6000000,441370,FEMALE,JD,priv-house-serv,dancing,own-child,0,-67300,1/16/2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Springfield,7327 Lincoln Drive,20,1,YES,2,3,YES,49400,4940,9880,34580,Jeep,Wrangler,2005,N
225,37,373600,12/1/2000,OH,100/300,1000,1217.84,5000000,443462,FEMALE,High School,farming-fishing,yachting,not-in-family,49600,0,2/7/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,6501 5th Drive,19,3,?,2,2,NO,57600,9600,9600,38400,Volkswagen,Passat,2015,N
194,34,884365,5/17/1994,IN,100/300,1000,1423.34,0,454399,MALE,Associate,sales,camping,not-in-family,55300,-37900,1/21/2015,Vehicle Theft,?,Minor Damage,,WV,Riverwood,8453 Elm St,0,1,YES,0,3,NO,9100,1400,1400,6300,Chevrolet,Malibu,2003,N
231,43,655787,6/17/2006,IL,250/500,2000,972.47,0,441981,MALE,College,protective-serv,reading,wife,0,-58100,2/1/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,Hillsdale,6522 Apache Drive,15,3,YES,2,2,YES,77100,7710,15420,53970,Audi,A3,2010,N
121,31,439341,7/20/1991,IN,100/300,1000,1140.91,0,478388,MALE,Associate,adm-clerical,paintball,other-relative,51300,0,2/15/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,15,3,NO,1,2,?,64300,6430,6430,51440,Chevrolet,Silverado,2002,Y
41,33,164464,9/26/2010,OH,250/500,500,1294.41,0,476315,MALE,High School,transport-moving,sleeping,husband,0,0,2/23/2015,Vehicle Theft,?,Minor Damage,,NC,Arlington,4994 Lincoln Drive,8,1,YES,0,0,?,8970,1380,1380,6210,Dodge,Neon,2011,N
163,31,127313,4/1/2002,IN,100/300,1000,1004.63,6000000,460359,MALE,JD,priv-house-serv,hiking,not-in-family,26900,0,1/7/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,3439 Andromedia Hwy,14,3,YES,2,0,NO,63910,5810,11620,46480,Suburu,Forrestor,1999,N
31,32,231548,9/7/1999,IL,100/300,2000,1263.48,4000000,442948,FEMALE,JD,other-service,hiking,wife,46800,-87300,2/7/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,6536 MLK Hwy,10,1,?,2,0,?,63600,5300,10600,47700,Audi,A5,1997,Y
194,39,627540,5/21/2010,OH,500/1000,1000,1489.24,6000000,608335,FEMALE,JD,other-service,kayaking,wife,0,-45000,1/24/2015,Vehicle Theft,?,Minor Damage,,SC,Springfield,7877 Sky Lane,15,1,YES,2,2,YES,8060,1240,1240,5580,Saab,95,2004,N
219,43,947598,6/20/2002,IN,100/300,1000,1114.29,0,465136,FEMALE,High School,transport-moving,polo,other-relative,51300,0,1/8/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Northbrook,4699 Texas Ridge,1,1,?,2,2,YES,66660,6060,6060,54540,Toyota,Highlander,2006,N
381,55,963761,4/13/1991,OH,500/1000,500,1459.99,0,445856,FEMALE,MD,other-service,chess,wife,35900,0,1/12/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011,N
303,50,521694,3/3/1997,IL,100/300,2000,836.11,5000000,464230,MALE,Masters,sales,camping,not-in-family,0,0,1/20/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,9751 Tree St,1,4,YES,1,2,NO,72840,12140,6070,54630,Dodge,Neon,2010,N
65,29,133889,6/14/2004,OH,250/500,2000,1441.6,5000000,472223,FEMALE,MD,sales,kayaking,own-child,0,0,1/12/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,2253 Maple Ave,21,3,YES,0,0,?,62900,6290,12580,44030,Jeep,Grand Cherokee,1998,N
78,31,715202,4/2/1991,OH,250/500,1000,1377.23,0,440757,FEMALE,Masters,armed-forces,kayaking,unmarried,72600,0,3/1/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Hillsdale,9240 Britain Ave,1,3,?,2,1,?,52290,5810,11620,34860,Nissan,Maxima,1997,N
334,47,156694,5/24/2001,IL,500/1000,500,1238.89,0,600561,MALE,Masters,protective-serv,sleeping,other-relative,0,0,1/31/2015,Vehicle Theft,?,Minor Damage,,WV,Northbend,9154 MLK Hwy,3,1,?,0,3,NO,6240,960,960,4320,Ford,Fusion,2011,N
128,31,526296,8/3/1993,IL,100/300,500,1045.12,0,615311,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300,1/19/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,5532 Francis Lane,2,3,NO,0,2,?,69930,0,15540,54390,Ford,Escape,2013,Y
98,26,727109,2/20/2001,IN,500/1000,2000,1082.1,0,477268,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900,2/5/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,2492 Lincoln Lane,13,2,?,0,1,YES,65430,14540,7270,43620,Jeep,Wrangler,2001,N
235,42,543610,5/26/2002,OH,100/300,500,1253.12,4000000,462283,FEMALE,Masters,exec-managerial,dancing,other-relative,38400,0,1/6/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Northbend,1558 1st Ridge,22,1,YES,2,2,?,87010,7910,15820,63280,Ford,F150,2002,N
119,32,343161,6/10/2014,IL,500/1000,1000,993.51,0,468767,MALE,High School,armed-forces,bungie-jumping,unmarried,0,-49500,1/12/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Hillsdale,3567 4th Drive,12,1,NO,0,3,YES,56300,5630,11260,39410,BMW,M5,2011,N
15,34,399524,10/30/1997,IL,100/300,1000,1829.63,0,452204,MALE,JD,tech-support,cross-fit,not-in-family,56700,0,2/3/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,1358 Maple St,21,3,YES,1,0,?,67650,12300,6150,49200,Audi,A5,2009,N
458,62,533940,11/18/2011,IL,500/1000,2000,1356.92,5000000,441714,MALE,Associate,handlers-cleaners,base-jumping,wife,0,0,2/26/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Arlington,6128 Elm Lane,2,1,?,0,1,YES,46980,5220,5220,36540,Audi,A5,1998,N
362,55,636843,12/1/2008,OH,100/300,1000,1097.99,0,442239,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,2/17/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,5160 2nd Hwy,0,3,NO,0,3,NO,39690,0,0,39690,Suburu,Legacy,1998,N
476,61,865607,4/18/1993,IN,250/500,1000,1562.8,0,458997,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,42800,-68200,1/18/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,7745 Washington Ridge,10,1,?,1,2,YES,49390,8980,4490,35920,Suburu,Legacy,2009,N
194,34,445694,5/24/2004,IL,250/500,1000,1193.45,0,464743,MALE,JD,other-service,hiking,not-in-family,0,0,1/24/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,4554 Sky Ave,11,1,?,2,1,YES,58800,11760,5880,41160,Nissan,Pathfinder,1997,N
163,36,974522,1/27/2000,IN,250/500,1000,1503.21,0,448190,MALE,MD,other-service,cross-fit,husband,55700,-49900,2/28/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Springfield,4475 Lincoln Ridge,1,1,YES,2,1,NO,51390,5710,11420,34260,Toyota,Corolla,2013,N
65,30,396224,9/8/2009,IN,100/300,500,1455.65,4000000,616706,FEMALE,College,transport-moving,skydiving,wife,0,-66300,2/15/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,3110 Lincoln Lane,6,3,?,2,3,NO,79800,15960,7980,55860,Honda,Civic,1999,N
246,43,805806,1/16/2013,IN,250/500,1000,1267.4,6000000,454139,MALE,JD,adm-clerical,basketball,husband,0,0,2/9/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Hillsdale,3771 4th St,0,1,NO,2,1,?,50700,5070,5070,40560,Accura,RSX,2006,N
254,40,349658,6/7/1994,IN,100/300,500,1927.87,0,609317,MALE,MD,prof-specialty,yachting,husband,0,0,1/21/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,YES,0,1,?,43280,0,5410,37870,Honda,Civic,1996,Y
107,31,714929,11/25/1994,IL,100/300,2000,1018.73,5000000,469646,MALE,Associate,handlers-cleaners,yachting,own-child,20000,-82700,1/27/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,8509 Apache St,21,3,YES,1,2,?,93730,14420,21630,57680,Honda,CRV,2001,N
428,59,299796,9/29/1999,IN,250/500,500,1344.36,7000000,473329,FEMALE,JD,prof-specialty,hiking,other-relative,0,0,2/6/2015,Parked Car,?,Minor Damage,,WV,Northbend,6375 2nd Lane,8,1,?,2,3,NO,6500,1300,650,4550,Saab,92x,2013,N
380,56,971338,11/4/2004,OH,100/300,1000,1570.86,0,454685,MALE,MD,farming-fishing,cross-fit,other-relative,66000,0,1/5/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Northbend,3167 4th Ridge,10,1,?,0,1,YES,58160,7270,7270,43620,Saab,95,1996,Y
95,28,208298,11/3/1990,OH,250/500,1000,773.99,0,458727,MALE,Associate,armed-forces,board-games,other-relative,0,-70300,1/1/2015,Vehicle Theft,?,Trivial Damage,,PA,Springfield,6359 MLK Ridge,3,1,YES,1,2,NO,3200,640,320,2240,Mercedes,E400,2014,N
228,42,342868,6/27/2006,IN,250/500,2000,1197.22,5000000,468176,MALE,MD,machine-op-inspct,reading,other-relative,0,0,1/21/2015,Vehicle Theft,?,Minor Damage,Police,VA,Riverwood,6608 MLK Hwy,8,1,?,0,0,?,5070,780,780,3510,Mercedes,E400,2007,Y
35,29,818167,8/25/2011,IN,500/1000,2000,653.66,0,475483,FEMALE,JD,handlers-cleaners,video-games,unmarried,52100,-46900,2/24/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,5455 Tree Ridge,22,3,NO,0,0,?,78300,15660,7830,54810,BMW,X5,2009,N
97,28,191891,2/11/2010,OH,100/300,1000,830.31,0,443854,MALE,JD,farming-fishing,video-games,husband,0,-32600,1/13/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,?,1,0,?,45270,10060,10060,25150,Jeep,Wrangler,2006,N
282,48,886473,3/10/1991,OH,500/1000,2000,1422.56,7000000,473705,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,2/9/2015,Vehicle Theft,?,Minor Damage,,WV,Springfield,2809 Francis Lane,7,1,?,1,2,NO,3520,640,320,2560,Accura,MDX,2013,N
269,45,596298,8/23/1996,IN,500/1000,500,1330.46,0,435552,FEMALE,High School,machine-op-inspct,sleeping,wife,54800,-64100,1/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,2220 1st Lane,5,3,?,0,0,NO,24200,2200,4400,17600,Suburu,Forrestor,2008,N
94,32,307195,10/18/1995,IN,500/1000,1000,1414.74,0,464691,FEMALE,Masters,adm-clerical,hiking,own-child,0,0,2/22/2015,Parked Car,?,Minor Damage,,VA,Riverwood,5418 Britain Ave,19,1,NO,1,3,NO,2400,300,300,1800,Chevrolet,Silverado,2014,N
133,34,467841,10/11/1994,IN,500/1000,500,1074.07,0,440833,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,1/28/2015,Parked Car,?,Minor Damage,,WV,Northbend,8492 Andromedia Ridge,8,1,NO,2,0,YES,4200,420,840,2940,Jeep,Wrangler,2013,N
434,57,182450,6/23/2000,OH,500/1000,2000,1422.95,0,608982,MALE,JD,transport-moving,bungie-jumping,husband,0,0,1/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,6574 4th Drive,15,3,NO,1,3,NO,66240,11040,11040,44160,Nissan,Maxima,2003,N
282,43,982678,7/19/2006,OH,250/500,500,1452.27,0,611996,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,1/8/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,2007,Y
80,27,193442,8/5/1996,IL,100/300,1000,1474.17,0,440327,FEMALE,College,tech-support,exercise,unmarried,0,0,2/19/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,7773 Tree Hwy,13,1,YES,1,0,YES,52800,10560,5280,36960,Saab,95,2004,N
93,32,437573,9/29/2005,OH,250/500,2000,1624.82,0,454656,MALE,PhD,exec-managerial,basketball,unmarried,65300,-65600,2/9/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,16,1,?,1,1,?,78120,17360,8680,52080,BMW,3 Series,2006,N
179,32,907012,12/15/1996,OH,500/1000,2000,1246.68,0,440251,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,1/28/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,?,0,1,?,53100,5900,5900,41300,Suburu,Impreza,2006,N
261,46,156636,9/10/2000,IN,100/300,1000,870.55,0,465631,MALE,PhD,prof-specialty,camping,unmarried,0,-49400,1/27/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,1532 Washington St,19,1,?,0,3,?,80280,13380,13380,53520,Chevrolet,Tahoe,2013,N
256,39,104594,10/12/2006,OH,250/500,1000,1351.1,0,478456,FEMALE,PhD,tech-support,bungie-jumping,unmarried,0,0,1/2/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Arlington,8973 Washington St,19,3,NO,0,2,NO,64100,6410,6410,51280,Saab,95,2003,Y
126,30,248467,10/6/2012,IL,250/500,2000,1171.75,0,472163,FEMALE,Associate,machine-op-inspct,board-games,not-in-family,46500,-42700,1/31/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbend,3419 Apache St,23,1,?,2,3,NO,48730,4430,4430,39870,Chevrolet,Malibu,2011,N
140,30,521592,6/15/2014,IL,100/300,500,1354.2,0,438775,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,2/10/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,?,0,0,?,60170,5470,10940,43760,Nissan,Pathfinder,2006,N
69,26,593390,3/24/2006,IL,100/300,2000,924.72,0,437688,FEMALE,High School,machine-op-inspct,base-jumping,unmarried,0,0,1/7/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,6104 Oak Ave,14,1,NO,2,2,NO,63120,5260,10520,47340,Audi,A5,2008,N
252,46,932097,9/6/2005,IN,100/300,1000,1242.02,0,601961,MALE,Masters,adm-clerical,dancing,wife,0,-28800,2/8/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,6390 Apache St,17,1,YES,0,2,YES,74900,14980,7490,52430,Jeep,Grand Cherokee,2003,N
164,38,319232,10/31/1997,IL,250/500,2000,1269.76,0,467743,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,1/17/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4614 MLK Ave,4,1,NO,1,3,YES,90000,18000,9000,63000,Ford,Fusion,2015,N
73,30,654974,5/10/2009,OH,100/300,500,803.36,0,435371,FEMALE,High School,protective-serv,reading,husband,0,0,2/25/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,4653 Pine St,15,3,?,0,0,YES,57000,0,11400,45600,Audi,A3,2013,N
269,44,187775,12/21/2002,OH,100/300,500,1297.75,4000000,451280,FEMALE,JD,other-service,chess,own-child,0,-41400,2/1/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,1830 Sky St,15,3,?,0,1,?,98670,15180,15180,68310,Chevrolet,Tahoe,2010,Y
441,55,669501,7/29/2009,IN,250/500,500,1270.29,4000000,449421,MALE,College,armed-forces,exercise,husband,24000,-50500,2/19/2015,Parked Car,?,Minor Damage,,VA,Arlington,9988 Rock Ridge,4,1,NO,0,0,NO,6400,640,640,5120,Honda,Civic,2002,N
