months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,policy_bind_date_year,policy_bind_date_month,policy_bind_date_day,incident_date_year,incident_date_month,incident_date_day,policy_to_incident_days,combined_text,fraud_reported
215,38,833321,IN,250/500,500,1405.71,0,465376,FEMALE,PhD,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,10,1,NO,0,1,NO,70700,7070,14140,49490,2008,2010,3,1,2015,2,1,1798,camping 9878 washington ave arlington volkswagen passat,0
414,52,373935,IN,500/1000,500,1335.13,0,452647,FEMALE,High School,unmarried,44000,-71000,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,13,1,YES,1,1,NO,54810,6090,6090,42630,1999,2003,2,13,2015,1,7,4346,chess 3707 oak ridge northbend chevrolet silverado,1
319,47,527945,IN,250/500,500,1307.11,0,600648,MALE,College,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,22,3,NO,0,2,NO,59730,10860,10860,38010,2005,1992,4,14,2015,2,17,8344,dancing 2804 best st northbrook audi a3,0
192,35,582011,IL,100/300,1000,1245.89,0,435481,FEMALE,Masters,wife,0,-40300,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,19,1,NO,0,0,NO,76600,15320,7660,53620,2000,1997,3,10,2015,1,1,6506,movie 6011 britain st springfield mercedes c300,0
148,36,211578,IL,500/1000,1000,1236.32,5000000,616929,FEMALE,MD,own-child,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,0,1,NO,2,0,NO,61050,5550,11100,44400,2009,1996,1,4,2015,1,10,6946,hiking 3488 flute lane northbrook dodge neon,0
105,33,830414,IL,500/1000,500,1310.76,0,476737,FEMALE,High School,not-in-family,0,-40900,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,8,1,YES,0,1,NO,70290,12780,6390,51120,2008,1996,7,8,2015,2,17,6798,kayaking 9279 oak hwy northbrook accura mdx,0
30,31,247116,IL,250/500,2000,1153.35,0,430714,MALE,PhD,not-in-family,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,NY,9,1,NO,2,1,YES,5760,960,960,3840,2011,2012,6,2,2015,2,2,975,golf 3590 best hwy hillsdale suburu impreza,0
166,37,666333,IL,100/300,2000,1337.28,8000000,610393,MALE,JD,husband,27500,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,10,3,NO,2,2,NO,67140,7460,7460,52220,2006,2008,6,19,2015,2,28,2445,reading 9038 2nd lane riverwood ford f150,1
77,27,797934,IN,500/1000,2000,966.26,0,471704,FEMALE,High School,own-child,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,1,3,YES,0,0,NO,67200,6720,6720,53760,1995,1999,4,7,2015,2,6,5784,6874 maple ridge springfield volkswagen passat,0
11,39,623648,IL,250/500,2000,1470.06,0,431683,MALE,PhD,husband,56600,-45800,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,22,1,YES,0,1,NO,65790,7310,7310,51170,2007,1993,5,19,2015,1,7,7903,yachting 4296 pine hwy riverwood saab 93,0
303,50,521694,IL,100/300,2000,836.11,5000000,464230,MALE,Masters,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,1,4,YES,1,2,NO,72840,12140,6070,54630,2010,1997,3,3,2015,1,20,6532,sale camping 9751 tree st springfield dodge neon,0
235,42,543610,OH,100/300,500,1253.12,4000000,462283,FEMALE,Masters,other-relative,38400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,22,1,YES,2,2,NO,87010,7910,15820,63280,2002,2002,5,26,2015,1,6,4608,dancing 1558 1st ridge northbend ford f150,0
399,55,984948,IL,500/1000,2000,995.56,0,464665,MALE,JD,not-in-family,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,23,3,YES,1,1,YES,88400,17680,8840,61880,2010,1993,4,14,2015,2,7,7969,sleeping 1316 britain ridge northbend nissan pathfinder,0
242,44,664732,IL,500/1000,2000,1396.89,6000000,618127,FEMALE,College,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,15,3,NO,1,2,YES,66900,6690,13380,46830,1999,2003,7,30,2015,2,4,4207,chess 1469 lincoln drive springfield suburu forrestor,1
282,48,886473,OH,500/1000,2000,1422.56,7000000,473705,FEMALE,MD,husband,26900,-55300,Vehicle Theft,Rear Collision,Minor Damage,,WV,7,1,NO,1,2,NO,3520,640,320,2560,2013,1991,3,10,2015,2,9,8737,2809 francis lane springfield accura mdx,0
99,28,369941,OH,100/300,500,1330.39,0,612664,MALE,MD,wife,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,3,1,NO,2,2,YES,49900,4990,9980,34930,1998,2007,7,24,2015,1,22,2739,basketball 8766 lincoln lane columbus dodge neon,0
386,53,630683,OH,250/500,500,1078.65,0,615730,MALE,JD,not-in-family,36800,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,16,1,NO,2,3,YES,66660,12120,6060,48480,2006,2007,10,23,2015,1,3,2629,camping 1364 best st northbend honda civic,0
17,39,774895,IL,250/500,1000,840.95,0,431202,FEMALE,JD,unmarried,32500,-80800,Parked Car,Rear Collision,Trivial Damage,Police,SC,9,1,NO,2,1,NO,3440,430,430,2580,2002,2006,10,28,2015,2,26,3043,hiking 7042 maple ridge arlington suburu legacy,0
26,42,287436,OH,100/300,1000,1484.48,0,613849,MALE,PhD,not-in-family,50700,-36300,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,10,1,NO,2,3,NO,63030,5730,11460,45840,1996,2010,9,11,2015,2,24,1627,sleeping 3100 best st riverwood saab 92x,0
147,37,672416,IN,500/1000,2000,1375.29,0,609226,FEMALE,Masters,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,11,3,NO,0,1,NO,56160,6240,6240,43680,2015,2013,4,20,2015,1,31,651,chess 9942 tree ave columbus ford fusion,1
93,31,599174,IL,100/300,2000,1017.18,0,431354,FEMALE,MD,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,21,3,YES,1,3,NO,48070,8740,8740,30590,2014,2008,1,14,2015,2,17,2591,paintball 2014 rock ave arlington saab 92x,0
246,45,272910,IN,250/500,500,1594.37,0,606283,MALE,Associate,own-child,0,0,Parked Car,Rear Collision,Trivial Damage,,SC,13,1,NO,0,3,YES,7260,660,1320,5280,2008,1999,8,12,2015,1,18,5638,5630 1st drive riverwood saab 92x,0
421,56,728025,IN,100/300,500,1935.85,4000000,470826,MALE,Masters,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,7,1,NO,2,3,NO,92730,16860,8430,67440,2004,1990,2,15,2015,1,12,9097,reading 2217 tree lane hillsdale mercedes e400,1
111,27,514065,IN,250/500,500,1363.77,4000000,604377,FEMALE,Masters,husband,51100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,12,1,YES,2,3,NO,90970,16540,16540,57890,2009,2009,1,4,2015,1,17,2204,exercise 9748 sky drive springfield accura rsx,0
465,63,531160,IL,250/500,500,1006.99,6000000,458936,FEMALE,Masters,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,7,1,NO,0,3,NO,43560,4840,4840,33880,2015,2012,1,12,2015,2,5,1120,sale  8198 embaracadero lane columbus suburu legacy,0
259,44,831668,OH,250/500,2000,1655.79,0,454529,FEMALE,Masters,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,8,1,YES,0,0,YES,105820,16280,16280,73260,2002,1996,4,10,2015,1,15,6854,exercise 3127 flute st northbend audi a3,0
286,47,615047,IN,250/500,500,1386.93,0,457130,MALE,High School,husband,54100,-77600,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,15,3,YES,0,0,NO,65800,13160,6580,46060,2001,2002,11,20,2015,1,17,4441,8188 tree ave springfield accura tl,0
115,30,903785,OH,500/1000,500,1757.21,0,477695,MALE,High School,wife,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,12,3,NO,1,0,YES,49140,5460,5460,38220,2007,2000,8,24,2015,2,2,5275,1589 pine st northbend ford f150,0
313,47,431478,IN,250/500,1000,1556.17,0,463835,MALE,College,wife,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,20,1,YES,1,3,NO,40260,3660,7320,29280,1996,2013,4,3,2015,2,7,675,reading 3263 pine ridge hillsdale accura mdx,1
375,50,120485,OH,100/300,1000,1275.39,0,466283,MALE,Associate,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,16,1,YES,2,3,NO,37280,0,0,37280,1996,2007,2,18,2015,2,12,2916,sale  8150 washington ridge riverwood audi a5,1
254,41,496067,IL,250/500,500,1581.27,5000000,603827,FEMALE,PhD,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,8,1,YES,2,2,NO,63470,5770,11540,46160,1999,1995,12,22,2015,1,7,6956,skydiving 3029 5th ave riverwood bmw x6,0
225,41,330591,OH,500/1000,2000,1103.58,0,475292,MALE,High School,unmarried,41200,-36200,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,20,3,NO,2,2,NO,70400,6400,12800,51200,2011,1993,8,5,2015,1,19,7837,exercise 3814 britain drive northbend toyota highlander,1
188,37,786103,OH,100/300,500,1457.21,0,471785,FEMALE,JD,own-child,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,6,1,NO,2,0,YES,45000,5000,5000,35000,2003,1994,9,24,2015,1,17,7420,hiking 5499 elm hwy columbus suburu forrestor,0
369,53,936638,OH,250/500,2000,1459.93,0,438584,FEMALE,Masters,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,10,2,YES,1,3,NO,77990,7090,14180,56720,2012,1995,5,20,2015,2,9,7205,1123 5th lane springfield jeep wrangler,0
283,46,487356,IL,500/1000,2000,1313.33,0,455332,FEMALE,PhD,husband,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,3,3,NO,1,3,NO,77660,7060,14120,56480,2004,2000,8,30,2015,1,9,5245,reading 4434 lincoln ave riverwood nissan maximum,1
165,37,429027,IL,100/300,1000,1137.03,0,603195,MALE,Associate,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,23,3,NO,2,2,YES,51590,9380,9380,32830,2015,1990,2,3,2015,2,27,9155,3525 3rd hwy columbus audi a5,0
328,46,174701,IL,500/1000,500,1314.6,0,458139,FEMALE,MD,not-in-family,24800,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,0,1,NO,2,3,NO,70290,12780,6390,51120,1998,1996,6,19,2015,2,23,6823,exercise 8782 3rd st hillsdale saab 92x,1
3,38,941851,OH,500/1000,1000,1310.8,0,431289,FEMALE,Masters,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,20,1,YES,0,1,NO,87200,17440,8720,61040,2006,1991,7,16,2015,2,22,8622,paintball 6045 andromedia st northbrook honda accord,0
371,52,740505,IL,250/500,1000,1242.96,7000000,449800,FEMALE,High School,own-child,0,-37100,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,2,2,YES,2,0,NO,88920,6840,13680,68400,2010,1997,10,12,2015,2,22,6342,paintball 5838 pine lane riverwood accura rsx,0
196,36,602410,IN,250/500,2000,1463.07,0,615611,MALE,MD,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,3,1,NO,1,1,NO,5300,530,530,4240,2001,1996,1,16,2015,1,24,6948,skydiving 4939 best st springfield jeep grand cherokee,1
245,44,303987,IL,500/1000,1000,1168.2,0,452787,MALE,JD,husband,69100,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,23,3,NO,0,3,NO,44280,7380,3690,33210,1997,1993,9,30,2015,2,11,7804,basketball 7459 flute st springfield honda accord,0
118,28,283414,IN,500/1000,2000,1207.36,0,432896,FEMALE,High School,own-child,0,-57000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,22,2,NO,1,0,NO,74200,7420,14840,51940,1997,1991,12,28,2015,3,1,8464,camping 7428 sky hwy columbus volkswagen passat,0
130,28,542245,OH,500/1000,1000,1003.15,0,462377,FEMALE,JD,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,21,2,YES,2,1,NO,85020,13080,13080,58860,2010,1991,11,25,2015,1,23,8460,movie 4652 flute drive hillsdale ford fusion,0
263,43,458829,IN,500/1000,1000,1294.04,0,602670,FEMALE,Masters,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,17,1,YES,2,3,YES,79320,13220,6610,59490,1997,1996,7,6,2015,1,8,6760,movie 1515 pine lane riverwood nissan ultima,0
241,38,872734,IN,100/300,2000,1003.23,0,470485,FEMALE,Associate,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,23,3,NO,0,3,YES,77880,12980,12980,51920,2008,1990,5,19,2015,1,17,9009,kayaking 4955 lincoln ridge arlington accura mdx,0
396,57,587498,IL,500/1000,500,1351.72,0,612102,MALE,High School,wife,0,-49400,Parked Car,Rear Collision,Minor Damage,,NY,3,1,YES,1,3,NO,2640,480,480,1680,2000,1996,10,15,2015,2,5,6687,camping 3995 lincoln hwy springfield volkswagen passat,0
84,30,844007,IN,500/1000,2000,1827.38,0,433593,MALE,Associate,other-relative,0,-15900,Vehicle Theft,Rear Collision,Trivial Damage,Police,VA,9,1,YES,1,3,NO,4620,420,840,3360,1998,1995,7,17,2015,1,15,7122,polo 6068 2nd st springfield audi a5,0
284,43,961496,IL,250/500,500,1123.84,0,609898,MALE,PhD,other-relative,48200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,12,3,NO,0,0,YES,36960,6720,3360,26880,2007,1992,1,5,2015,1,23,8419,kayaking 9529 4th drive columbus chevrolet tahoe,0
334,50,797634,OH,500/1000,500,1216.24,0,613945,MALE,Masters,wife,26700,-47200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,7,1,NO,2,0,NO,50000,5000,10000,35000,2008,2009,11,12,2015,1,14,1889,polo 8639 5th hwy columbus chevrolet silverado,0
334,47,156694,IL,500/1000,500,1238.89,0,600561,MALE,Masters,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,,WV,3,1,NO,0,3,NO,6240,960,960,4320,2011,2001,5,24,2015,1,31,5000,sleeping 9154 mlk hwy northbend ford fusion,0
210,35,131478,IL,500/1000,1000,1346.27,0,468508,MALE,Masters,not-in-family,44900,-91400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,11,1,NO,0,2,NO,58200,5820,5820,46560,2013,1991,12,25,2015,1,3,8410,6492 4th lane arlington bmw x5,0
205,42,471938,IL,100/300,2000,1387.7,4000000,470104,FEMALE,High School,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,19,1,NO,2,1,NO,86130,15660,15660,54810,1995,2008,2,3,2015,1,18,2541,skydiving 3915 embaracadero st columbus chevrolet silverado,0
161,38,192524,IL,100/300,2000,1133.85,0,439870,MALE,PhD,not-in-family,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,0,3,YES,2,2,YES,60480,5040,15120,40320,2003,2004,1,2,2015,1,3,4019,exercise 2272 embaracadero drive springfield volkswagen jetta,0
204,38,420815,IL,100/300,2000,1124.47,0,616161,FEMALE,MD,wife,0,-45100,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,5,1,NO,0,1,NO,90530,16460,16460,57610,2003,2000,11,15,2015,2,14,5204,kayaking 6848 elm hwy northbrook ford f150,0
150,37,649800,OH,500/1000,1000,1007.0,0,466238,FEMALE,PhD,unmarried,30400,-89400,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,9,1,NO,0,2,NO,80080,12320,12320,55440,2013,2014,3,16,2015,1,27,317,7973 4th st arlington chevrolet silverado,0
385,51,178081,IN,250/500,1000,976.37,0,602842,FEMALE,MD,husband,0,-61000,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,WV,14,3,NO,1,3,NO,67600,13520,6760,47320,2007,1990,7,20,2015,2,18,8979,reading 1422 flute ave riverwood suburu legacy,0
255,46,760700,IL,250/500,500,1302.34,0,431532,FEMALE,JD,own-child,0,-52600,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,2,3,NO,1,0,NO,57860,5260,10520,42080,2011,2006,11,25,2015,1,12,2970,1376 pine st northbrook volkswagen jetta,0
29,32,669809,OH,100/300,1000,1722.5,0,453713,MALE,High School,wife,0,-21500,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,22,1,NO,0,2,NO,76900,7690,7690,61520,1995,2002,4,5,2015,1,13,4666,9439 mlk st columbus jeep wrangler,0
246,45,889883,IL,250/500,1000,1665.45,0,445853,MALE,JD,wife,34400,-33100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,9,3,NO,2,2,NO,53280,11840,5920,35520,2006,1999,2,3,2015,1,29,5839,hiking 7162 maple ave columbus toyota camry,1
255,45,113516,IL,500/1000,500,1192.27,0,600184,MALE,High School,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,16,1,NO,2,0,YES,67320,12240,12240,42840,2006,1990,10,13,2015,1,4,8849,sale  3311 2nd drive riverwood ford fusion,0
398,53,793948,IL,100/300,2000,1396.43,0,448722,FEMALE,Associate,unmarried,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,16,1,YES,2,1,NO,47430,5270,5270,36890,2000,1990,12,20,2015,1,29,8806,1620 oak ave hillsdale toyota camry,0
5,21,577992,IN,250/500,500,915.41,5000000,612316,FEMALE,High School,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,23,1,YES,0,0,NO,40500,4050,4050,32400,1998,2002,11,13,2015,2,11,4473,sleeping 8456 1st ave northbrook nissan pathfinder,0
107,31,356590,IN,250/500,500,1239.22,7000000,476458,FEMALE,High School,not-in-family,43400,-91200,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,12,1,YES,0,1,NO,89700,13800,13800,62100,2009,2011,8,17,2015,1,30,1262,paintball 9169 pine ridge springfield audi a5,1
119,27,515698,IN,250/500,2000,1097.64,0,614812,MALE,High School,other-relative,27100,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,16,2,NO,1,0,NO,63720,7080,21240,35400,2006,1997,8,5,2015,2,6,6394,1133 apache st northbend accura tl,0
202,38,320251,IL,100/300,2000,1132.74,0,616120,FEMALE,Associate,husband,0,-37500,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,12,1,YES,1,1,NO,77440,7040,14080,56320,2005,2009,1,24,2015,2,4,2202,exercise 7061 cherokee drive hillsdale nissan ultima,0
194,34,884365,IN,100/300,1000,1423.34,0,454399,MALE,Associate,not-in-family,55300,-37900,Vehicle Theft,Rear Collision,Minor Damage,,WV,0,1,YES,0,3,NO,9100,1400,1400,6300,2003,1994,5,17,2015,1,21,7554,sale camping 8453 elm st riverwood chevrolet malibu,0
152,33,626208,OH,100/300,1000,840.81,0,613607,FEMALE,High School,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,2,1,YES,0,2,NO,82610,7510,7510,67590,2002,2005,5,8,2015,2,14,3569,chess 4876 washington drive arlington ford escape,1
456,60,556080,OH,250/500,1000,766.19,0,612260,FEMALE,Associate,husband,0,0,Parked Car,Rear Collision,Minor Damage,Police,WV,6,1,NO,0,3,NO,5060,460,920,3680,2007,1996,11,11,2015,2,26,6681,sale kayaking 1416 cherokee ridge columbus mercedes e400,0
239,40,488724,IN,100/300,500,1463.95,0,430567,FEMALE,JD,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,20,3,NO,0,0,YES,69740,6340,6340,57060,2003,2004,11,29,2015,2,11,3726,sale skydiving 4545 4th ridge springfield dodge neon,0
79,25,732169,OH,500/1000,500,1863.04,0,462698,FEMALE,Associate,not-in-family,53400,-35200,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,0,1,NO,2,1,NO,67800,13560,6780,47460,1995,2000,11,5,2015,2,13,5213,paintball 8215 flute drive northbend mercedes c300,0
187,37,125591,IN,500/1000,1000,1412.06,5000000,450947,FEMALE,Masters,not-in-family,60100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,21,1,NO,0,3,NO,57700,5770,5770,46160,2000,2013,8,8,2015,1,16,526,reading 7082 oak ridge riverwood nissan maximum,0
316,45,164988,IL,100/300,2000,1290.74,5000000,430832,FEMALE,High School,husband,58300,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,6,3,NO,2,0,YES,78870,7170,14340,57360,2013,2013,12,23,2015,2,12,416,kayaking 5868 sky hwy springfield suburu legacy,0
286,41,634499,IL,250/500,1000,999.43,0,477947,MALE,College,wife,25800,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,3,1,YES,2,0,NO,4100,820,410,2870,2009,2000,8,26,2015,1,1,5241,paintball 2878 britain hwy northbend chevrolet malibu,0
209,38,395983,OH,100/300,500,1355.08,0,614945,FEMALE,MD,other-relative,58100,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,21,1,NO,1,1,NO,47300,4730,4730,37840,2014,2009,11,8,2015,1,19,1898,golf 2204 washington lane northbrook nissan pathfinder,0
270,44,701521,IL,500/1000,2000,1030.95,0,435985,FEMALE,Associate,other-relative,47200,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,20,3,NO,1,0,NO,35900,7180,3590,25130,2007,2003,7,5,2015,2,3,4231,paintball 2865 maple lane northbend audi a3,1
121,34,626808,OH,100/300,1000,936.61,0,464652,FEMALE,MD,wife,52800,-32800,Parked Car,Rear Collision,Minor Damage,,SC,5,1,NO,1,1,NO,7280,1120,1120,5040,2010,2012,10,26,2015,1,8,804,6582 elm lane springfield toyota highlander,0
448,57,431283,IL,100/300,2000,1376.16,0,466555,FEMALE,PhD,own-child,38600,-50300,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,10,3,NO,2,1,NO,47760,5970,5970,35820,2013,2005,3,31,2015,2,4,3597,hiking 5997 embaracadero drive arlington suburu impreza,1
107,26,727792,OH,100/300,500,974.59,0,466838,FEMALE,JD,wife,62800,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,14,3,NO,1,0,NO,59700,11940,11940,35820,2002,2014,5,19,2015,1,18,244,skydiving 3416 washington drive arlington nissan ultima,0
162,31,386690,IN,100/300,1000,1050.24,0,456789,FEMALE,Masters,wife,30700,0,Parked Car,Rear Collision,Minor Damage,,NC,7,1,NO,0,0,NO,3600,360,720,2520,2013,2006,2,21,2015,2,26,3292,chess 5480 3rd ridge arlington bmw x5,1
285,48,159536,IL,100/300,2000,1101.85,0,457875,FEMALE,College,wife,46100,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,9,1,NO,1,2,YES,33480,3720,3720,26040,2012,2013,2,4,2015,2,27,753,sale dancing 3171 andromedia lane springfield nissan pathfinder,0
45,38,589749,IN,100/300,1000,1197.71,0,470117,MALE,Masters,not-in-family,29000,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,17,3,NO,2,0,NO,78240,13040,13040,52160,2013,2006,5,14,2015,2,14,3198,movie 3770 flute drive springfield suburu legacy,0
344,51,437442,IL,100/300,1000,959.83,0,435809,FEMALE,Masters,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,18,3,NO,2,2,YES,75400,17400,11600,46400,2006,2008,6,27,2015,2,2,2411,sale paintball 6179 3rd ridge northbend bmw x6,1
37,25,421092,OH,100/300,1000,1221.17,0,617460,FEMALE,Masters,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,4,3,YES,0,0,YES,51030,5670,11340,34020,1996,2003,3,4,2015,1,24,4344,golf 8983 tree st northbrook suburu impreza,0
116,30,996253,IN,500/1000,500,951.46,0,467227,MALE,JD,not-in-family,0,-35500,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,8,3,NO,0,3,NO,59670,6630,6630,46410,2004,2001,11,29,2015,1,31,4811,golf 1328 texas lane riverwood volkswagen passat,1
84,29,630998,OH,250/500,1000,1117.17,0,473645,FEMALE,High School,not-in-family,0,-29900,Parked Car,Rear Collision,Trivial Damage,Police,SC,6,1,YES,2,0,YES,6820,620,1240,4960,2005,2003,4,9,2015,2,12,4327,3693 pine ave arlington bmw 3 series,0
192,40,175177,IL,100/300,1000,1405.99,0,472895,FEMALE,Associate,wife,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,18,3,YES,1,0,YES,42930,9540,4770,28620,2005,2004,4,15,2015,3,1,3972,sale yachting 4755 best lane springfield bmw x6,0
106,28,110143,OH,100/300,2000,1609.11,0,601177,MALE,High School,own-child,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,WV,8,1,YES,2,1,YES,5490,0,1220,4270,1999,1990,5,7,2015,1,18,9022,polo 9573 2nd ave hillsdale saab 95,0
362,55,636843,OH,100/300,1000,1097.99,0,442239,FEMALE,JD,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,0,3,NO,0,3,NO,39690,0,0,39690,1998,2008,12,1,2015,2,17,2269,5160 2nd hwy hillsdale suburu legacy,0
260,43,979963,IN,100/300,500,982.22,0,604279,FEMALE,JD,not-in-family,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,18,1,NO,1,0,NO,75400,15080,7540,52780,2011,2009,6,3,2015,2,12,2080,skydiving 3196 cherokee st riverwood honda crv,0
122,33,553436,IL,250/500,500,1236.5,0,619620,MALE,PhD,husband,0,-48700,Parked Car,Rear Collision,Trivial Damage,,NY,1,1,NO,0,1,NO,5060,460,920,3680,2003,1991,6,3,2015,2,12,8655,8211 sky hwy hillsdale nissan ultima,0
103,29,221283,OH,500/1000,500,914.85,0,614867,MALE,Associate,other-relative,72100,0,Parked Car,Rear Collision,Minor Damage,Police,OH,5,1,NO,2,3,NO,7110,790,1580,4740,2005,1994,8,23,2015,2,12,7478,3423 francis ave columbus accura mdx,0
330,47,912665,IL,100/300,2000,1133.27,0,432218,FEMALE,High School,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,20,2,NO,0,2,YES,60500,11000,5500,44000,1999,2014,5,28,2015,3,1,277,chess 6678 weaver drive northbrook ford f150,1
233,41,728491,OH,500/1000,2000,1615.14,0,606638,FEMALE,Associate,other-relative,67100,0,Vehicle Theft,Rear Collision,Minor Damage,,NY,6,1,NO,0,1,NO,3740,680,680,2380,2011,1997,8,30,2015,1,20,6352,4857 weaver st springfield chevrolet malibu,0
212,35,620855,IN,500/1000,2000,1123.89,0,468313,MALE,MD,unmarried,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,0,3,NO,1,3,NO,50380,4580,4580,41220,1996,1990,4,29,2015,1,21,9033,4119 texas st columbus suburu forrestor,0
61,29,180720,IN,250/500,1000,1115.27,0,613816,MALE,JD,unmarried,0,-66000,Parked Car,Rear Collision,Trivial Damage,,VA,10,1,YES,2,1,YES,5900,590,590,4720,2010,1995,3,14,2015,1,1,7233,polo 4629 elm ridge hillsdale nissan pathfinder,0
